telematics_event_id,vehicle_id,client_id,telematics_device_id,device_firmware_version,event_date,provider_name,distance_km,idle_minutes,harsh_events_count,gps_fix_rate_pct
TEL-0000404,VEH-00074,CLI-0018,TELDEV-000074,4.2.1,2026-03-12,Synthetic Safety Telematics,364.1,49,6,92.25
TEL-0000405,VEH-00074,CLI-0018,TELDEV-000074,4.3.0,2026-03-13,Synthetic Safety Telematics,233.9,91,4,89.43
TEL-0000406,VEH-00074,CLI-0018,TELDEV-000074,4.3.0,2026-03-14,Synthetic Safety Telematics,255.7,13,0,88.89
TEL-0000407,VEH-00017,CLI-0017,TELDEV-000017,4.3.0,2026-03-01,Synthetic OEM Connect,382.5,80,7,96.89
TEL-0000408,VEH-00017,CLI-0017,TELDEV-000017,4.3.0,2026-03-02,Synthetic OEM Connect,318.2,89,2,96.8
TEL-0000409,VEH-00017,CLI-0017,TELDEV-000017,5.0.2,2026-03-03,Synthetic Safety Telematics,384.9,65,1,89.83
TEL-0000410,VEH-00017,CLI-0017,TELDEV-000017,4.2.1,2026-03-04,Synthetic Safety Telematics,249.1,86,7,92.55
TEL-0000411,VEH-00017,CLI-0017,TELDEV-000017,4.3.0,2026-03-05,Synthetic GPS Cloud,213.6,75,4,99.34
TEL-0000412,VEH-00017,CLI-0017,TELDEV-000017,4.2.1,2026-03-06,Synthetic GPS Cloud,124.9,43,0,94.77
TEL-0000413,VEH-00017,CLI-0017,TELDEV-000017,5.0.2,2026-03-07,Synthetic Safety Telematics,213.5,54,4,91.87
TEL-0000414,VEH-00017,CLI-0017,TELDEV-000017,4.3.0,2026-03-08,Synthetic GPS Cloud,400.5,5,3,93.17
TEL-0000415,VEH-00017,CLI-0017,TELDEV-000017,4.3.0,2026-03-09,Synthetic Safety Telematics,369.4,40,1,92.17
TEL-0000416,VEH-00017,CLI-0017,TELDEV-000017,4.2.1,2026-03-10,Synthetic GPS Cloud,120.9,62,7,90.68
TEL-0000417,VEH-00017,CLI-0017,TELDEV-000017,4.2.1,2026-03-11,Synthetic OEM Connect,394.5,33,1,99.09
TEL-0000418,VEH-00017,CLI-0017,TELDEV-000017,5.0.2,2026-03-12,Synthetic OEM Connect,59.2,26,2,88.33
TEL-0000419,VEH-00017,CLI-0017,TELDEV-000017,4.2.1,2026-03-13,Synthetic Safety Telematics,225.9,24,0,93.86
TEL-0000420,VEH-00017,CLI-0017,TELDEV-000017,4.2.1,2026-03-14,Synthetic OEM Connect,85.3,73,6,96.79
TEL-0000421,VEH-00013,CLI-0015,TELDEV-000013,5.0.2,2026-03-01,Synthetic GPS Cloud,349.0,37,1,96.6
TEL-0000422,VEH-00013,CLI-0015,TELDEV-000013,4.2.1,2026-03-02,Synthetic OEM Connect,373.3,63,4,89.04
TEL-0000423,VEH-00013,CLI-0015,TELDEV-000013,4.2.1,2026-03-03,Synthetic OEM Connect,307.3,14,5,97.64
TEL-0000424,VEH-00013,CLI-0015,TELDEV-000013,5.0.2,2026-03-04,Synthetic GPS Cloud,305.5,41,2,94.08
TEL-0000425,VEH-00013,CLI-0015,TELDEV-000013,4.3.0,2026-03-05,Synthetic OEM Connect,264.9,65,1,96.48
TEL-0000426,VEH-00013,CLI-0015,TELDEV-000013,4.3.0,2026-03-06,Synthetic GPS Cloud,182.0,90,5,90.28
TEL-0000427,VEH-00013,CLI-0015,TELDEV-000013,5.0.2,2026-03-07,Synthetic Safety Telematics,351.8,80,0,99.39
TEL-0000428,VEH-00013,CLI-0015,TELDEV-000013,5.0.2,2026-03-08,Synthetic GPS Cloud,103.3,75,6,98.47
TEL-0000429,VEH-00013,CLI-0015,TELDEV-000013,4.2.1,2026-03-09,Synthetic Safety Telematics,82.2,60,2,93.81
TEL-0000430,VEH-00013,CLI-0015,TELDEV-000013,4.2.1,2026-03-10,Synthetic Safety Telematics,208.6,16,3,95.62
TEL-0000431,VEH-00013,CLI-0015,TELDEV-000013,4.2.1,2026-03-11,Synthetic Safety Telematics,360.0,95,3,88.04
TEL-0000432,VEH-00013,CLI-0015,TELDEV-000013,4.2.1,2026-03-12,Synthetic OEM Connect,234.2,26,2,88.47
TEL-0000433,VEH-00013,CLI-0015,TELDEV-000013,5.0.2,2026-03-13,Synthetic OEM Connect,257.6,80,3,95.65
TEL-0000434,VEH-00013,CLI-0015,TELDEV-000013,4.3.0,2026-03-14,Synthetic Safety Telematics,275.9,23,4,98.09
TEL-0000435,VEH-00042,CLI-0002,TELDEV-000042,4.3.0,2026-03-01,Synthetic Safety Telematics,203.7,80,6,95.17
TEL-0000436,VEH-00042,CLI-0002,TELDEV-000042,5.0.2,2026-03-02,Synthetic OEM Connect,124.1,28,1,99.56
TEL-0000437,VEH-00042,CLI-0002,TELDEV-000042,4.3.0,2026-03-03,Synthetic OEM Connect,407.1,41,3,95.95
TEL-0000438,VEH-00042,CLI-0002,TELDEV-000042,4.2.1,2026-03-04,Synthetic GPS Cloud,195.2,40,1,92.17
TEL-0000439,VEH-00042,CLI-0002,TELDEV-000042,4.3.0,2026-03-05,Synthetic Safety Telematics,53.8,61,7,95.21
TEL-0000440,VEH-00042,CLI-0002,TELDEV-000042,5.0.2,2026-03-06,Synthetic GPS Cloud,12.2,34,3,98.68
TEL-0000441,VEH-00042,CLI-0002,TELDEV-000042,4.3.0,2026-03-07,Synthetic GPS Cloud,236.1,41,4,96.1
TEL-0000442,VEH-00042,CLI-0002,TELDEV-000042,4.3.0,2026-03-08,Synthetic OEM Connect,339.8,54,6,91.13
TEL-0000443,VEH-00042,CLI-0002,TELDEV-000042,4.2.1,2026-03-09,Synthetic OEM Connect,203.9,28,5,95.64
TEL-0000444,VEH-00042,CLI-0002,TELDEV-000042,4.2.1,2026-03-10,Synthetic OEM Connect,188.0,28,2,94.43
TEL-0000445,VEH-00042,CLI-0002,TELDEV-000042,5.0.2,2026-03-11,Synthetic GPS Cloud,398.1,78,5,89.55
TEL-0000446,VEH-00042,CLI-0002,TELDEV-000042,5.0.2,2026-03-12,Synthetic GPS Cloud,399.1,2,6,89.08
TEL-0000447,VEH-00042,CLI-0002,TELDEV-000042,5.0.2,2026-03-13,Synthetic OEM Connect,383.1,70,1,95.86
TEL-0000448,VEH-00042,CLI-0002,TELDEV-000042,5.0.2,2026-03-14,Synthetic GPS Cloud,152.1,25,2,98.06
TEL-0000449,VEH-00009,CLI-0008,TELDEV-000009,4.3.0,2026-03-01,Synthetic Safety Telematics,96.3,20,5,91.98
TEL-0000450,VEH-00009,CLI-0008,TELDEV-000009,4.2.1,2026-03-02,Synthetic Safety Telematics,308.0,1,0,98.15
TEL-0000451,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-03,Synthetic GPS Cloud,210.6,62,0,89.88
TEL-0000452,VEH-00009,CLI-0008,TELDEV-000009,4.3.0,2026-03-04,Synthetic GPS Cloud,96.6,88,3,88.41
TEL-0000453,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-05,Synthetic GPS Cloud,341.5,48,6,89.57
TEL-0000454,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-06,Synthetic OEM Connect,362.0,9,1,94.05
TEL-0000455,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-07,Synthetic Safety Telematics,174.5,1,2,89.15
TEL-0000456,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-08,Synthetic OEM Connect,81.6,77,4,97.42
TEL-0000457,VEH-00009,CLI-0008,TELDEV-000009,4.3.0,2026-03-09,Synthetic Safety Telematics,312.3,38,4,93.51
TEL-0000458,VEH-00009,CLI-0008,TELDEV-000009,4.2.1,2026-03-10,Synthetic OEM Connect,407.1,73,7,92.52
TEL-0000459,VEH-00009,CLI-0008,TELDEV-000009,4.3.0,2026-03-11,Synthetic GPS Cloud,93.3,52,4,93.8
TEL-0000460,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-12,Synthetic Safety Telematics,212.8,48,0,99.92
TEL-0000461,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-13,Synthetic OEM Connect,399.6,69,1,93.43
TEL-0000462,VEH-00009,CLI-0008,TELDEV-000009,5.0.2,2026-03-14,Synthetic GPS Cloud,166.9,29,7,92.44
TEL-0000463,VEH-00092,CLI-0005,TELDEV-000092,5.0.2,2026-03-01,Synthetic GPS Cloud,270.0,42,2,97.72
TEL-0000464,VEH-00092,CLI-0005,TELDEV-000092,4.2.1,2026-03-02,Synthetic GPS Cloud,235.6,26,7,95.12
TEL-0000465,VEH-00092,CLI-0005,TELDEV-000092,4.2.1,2026-03-03,Synthetic GPS Cloud,169.3,60,3,88.71
TEL-0000466,VEH-00092,CLI-0005,TELDEV-000092,4.3.0,2026-03-04,Synthetic OEM Connect,173.0,94,5,98.01
TEL-0000467,VEH-00092,CLI-0005,TELDEV-000092,4.2.1,2026-03-05,Synthetic OEM Connect,289.4,76,6,98.46
TEL-0000468,VEH-00092,CLI-0005,TELDEV-000092,4.3.0,2026-03-06,Synthetic Safety Telematics,87.9,71,7,94.55
TEL-0000469,VEH-00092,CLI-0005,TELDEV-000092,4.3.0,2026-03-07,Synthetic Safety Telematics,99.0,59,7,94.17
TEL-0000470,VEH-00092,CLI-0005,TELDEV-000092,5.0.2,2026-03-08,Synthetic Safety Telematics,34.2,13,6,96.39
TEL-0000471,VEH-00092,CLI-0005,TELDEV-000092,4.3.0,2026-03-09,Synthetic GPS Cloud,317.9,20,1,89.99
TEL-0000472,VEH-00092,CLI-0005,TELDEV-000092,4.3.0,2026-03-10,Synthetic GPS Cloud,16.4,54,7,90.05
TEL-0000473,VEH-00092,CLI-0005,TELDEV-000092,5.0.2,2026-03-11,Synthetic OEM Connect,58.7,70,6,92.79
TEL-0000474,VEH-00092,CLI-0005,TELDEV-000092,4.3.0,2026-03-12,Synthetic GPS Cloud,182.9,37,4,94.27
TEL-0000475,VEH-00092,CLI-0005,TELDEV-000092,5.0.2,2026-03-13,Synthetic OEM Connect,236.8,21,2,91.48
TEL-0000476,VEH-00092,CLI-0005,TELDEV-000092,5.0.2,2026-03-14,Synthetic GPS Cloud,337.2,91,5,94.23
TEL-0000477,VEH-00111,CLI-0004,TELDEV-000111,4.3.0,2026-03-01,Synthetic OEM Connect,194.4,42,2,89.97
TEL-0000478,VEH-00111,CLI-0004,TELDEV-000111,5.0.2,2026-03-02,Synthetic OEM Connect,4.1,53,2,89.8
TEL-0000479,VEH-00111,CLI-0004,TELDEV-000111,4.2.1,2026-03-03,Synthetic GPS Cloud,131.0,24,3,96.33
TEL-0000480,VEH-00111,CLI-0004,TELDEV-000111,5.0.2,2026-03-04,Synthetic OEM Connect,139.0,7,7,95.13
TEL-0000481,VEH-00111,CLI-0004,TELDEV-000111,4.2.1,2026-03-05,Synthetic OEM Connect,267.3,28,5,95.55
TEL-0000482,VEH-00111,CLI-0004,TELDEV-000111,4.2.1,2026-03-06,Synthetic OEM Connect,119.4,54,4,92.41
TEL-0000483,VEH-00111,CLI-0004,TELDEV-000111,4.3.0,2026-03-07,Synthetic OEM Connect,235.7,82,3,88.93
TEL-0000484,VEH-00111,CLI-0004,TELDEV-000111,4.2.1,2026-03-08,Synthetic GPS Cloud,306.9,35,2,91.16
TEL-0000485,VEH-00111,CLI-0004,TELDEV-000111,4.2.1,2026-03-09,Synthetic GPS Cloud,334.7,75,6,91.96
TEL-0000486,VEH-00111,CLI-0004,TELDEV-000111,5.0.2,2026-03-10,Synthetic Safety Telematics,116.4,94,7,90.51
TEL-0000487,VEH-00111,CLI-0004,TELDEV-000111,4.2.1,2026-03-11,Synthetic GPS Cloud,415.4,11,2,89.72
TEL-0000488,VEH-00111,CLI-0004,TELDEV-000111,4.3.0,2026-03-12,Synthetic GPS Cloud,135.8,6,2,94.14
TEL-0000489,VEH-00111,CLI-0004,TELDEV-000111,4.3.0,2026-03-13,Synthetic OEM Connect,279.2,41,4,94.0
TEL-0000490,VEH-00111,CLI-0004,TELDEV-000111,4.2.1,2026-03-14,Synthetic GPS Cloud,235.3,48,6,96.47
TEL-0000491,VEH-00102,CLI-0008,TELDEV-000102,4.3.0,2026-03-01,Synthetic OEM Connect,352.2,40,1,98.6
TEL-0000492,VEH-00102,CLI-0008,TELDEV-000102,4.2.1,2026-03-02,Synthetic GPS Cloud,397.1,35,2,98.08
TEL-0000493,VEH-00102,CLI-0008,TELDEV-000102,5.0.2,2026-03-03,Synthetic OEM Connect,205.8,32,1,94.69
TEL-0000494,VEH-00102,CLI-0008,TELDEV-000102,4.3.0,2026-03-04,Synthetic Safety Telematics,146.2,3,5,98.26
TEL-0000495,VEH-00102,CLI-0008,TELDEV-000102,5.0.2,2026-03-05,Synthetic OEM Connect,306.0,27,3,92.59
TEL-0000496,VEH-00102,CLI-0008,TELDEV-000102,4.2.1,2026-03-06,Synthetic Safety Telematics,418.1,25,7,92.33
TEL-0000497,VEH-00102,CLI-0008,TELDEV-000102,4.2.1,2026-03-07,Synthetic GPS Cloud,246.2,42,1,98.93
TEL-0000498,VEH-00102,CLI-0008,TELDEV-000102,4.3.0,2026-03-08,Synthetic Safety Telematics,387.1,77,4,88.4
TEL-0000499,VEH-00102,CLI-0008,TELDEV-000102,4.3.0,2026-03-09,Synthetic Safety Telematics,201.1,5,4,91.29
TEL-0000500,VEH-00102,CLI-0008,TELDEV-000102,4.2.1,2026-03-10,Synthetic Safety Telematics,345.8,91,7,99.97
TEL-0000501,VEH-00102,CLI-0008,TELDEV-000102,5.0.2,2026-03-11,Synthetic OEM Connect,205.9,60,1,88.46
TEL-0000502,VEH-00102,CLI-0008,TELDEV-000102,4.2.1,2026-03-12,Synthetic Safety Telematics,375.6,19,2,98.45
TEL-0000503,VEH-00102,CLI-0008,TELDEV-000102,4.2.1,2026-03-13,Synthetic GPS Cloud,176.2,15,0,93.32
TEL-0000504,VEH-00102,CLI-0008,TELDEV-000102,5.0.2,2026-03-14,Synthetic GPS Cloud,132.0,69,4,99.8
TEL-0000505,VEH-00069,CLI-0004,TELDEV-000069,4.2.1,2026-03-01,Synthetic Safety Telematics,257.9,2,5,98.05
TEL-0000506,VEH-00069,CLI-0004,TELDEV-000069,4.3.0,2026-03-02,Synthetic Safety Telematics,71.1,75,5,94.2
TEL-0000507,VEH-00069,CLI-0004,TELDEV-000069,5.0.2,2026-03-03,Synthetic OEM Connect,174.9,85,0,88.78
TEL-0000508,VEH-00069,CLI-0004,TELDEV-000069,5.0.2,2026-03-04,Synthetic GPS Cloud,306.2,10,2,93.32
TEL-0000509,VEH-00069,CLI-0004,TELDEV-000069,4.3.0,2026-03-05,Synthetic Safety Telematics,83.4,64,6,90.08
TEL-0000510,VEH-00069,CLI-0004,TELDEV-000069,5.0.2,2026-03-06,Synthetic GPS Cloud,130.7,71,5,89.41
TEL-0000511,VEH-00069,CLI-0004,TELDEV-000069,4.3.0,2026-03-07,Synthetic Safety Telematics,351.2,11,7,89.06
TEL-0000512,VEH-00069,CLI-0004,TELDEV-000069,4.2.1,2026-03-08,Synthetic GPS Cloud,306.4,23,5,95.09
TEL-0000513,VEH-00069,CLI-0004,TELDEV-000069,4.2.1,2026-03-09,Synthetic GPS Cloud,331.3,27,5,93.52
TEL-0000514,VEH-00069,CLI-0004,TELDEV-000069,5.0.2,2026-03-10,Synthetic GPS Cloud,129.3,87,3,96.97
TEL-0000515,VEH-00069,CLI-0004,TELDEV-000069,5.0.2,2026-03-11,Synthetic GPS Cloud,130.4,48,4,90.14
TEL-0000516,VEH-00069,CLI-0004,TELDEV-000069,4.2.1,2026-03-12,Synthetic Safety Telematics,132.5,28,3,91.27
TEL-0000517,VEH-00069,CLI-0004,TELDEV-000069,4.2.1,2026-03-13,Synthetic GPS Cloud,411.3,33,7,91.17
TEL-0000518,VEH-00069,CLI-0004,TELDEV-000069,4.3.0,2026-03-14,Synthetic OEM Connect,243.1,44,7,97.95
TEL-0000519,VEH-00024,CLI-0014,TELDEV-000024,5.0.2,2026-03-01,Synthetic GPS Cloud,15.4,74,6,89.87
TEL-0000520,VEH-00024,CLI-0014,TELDEV-000024,5.0.2,2026-03-02,Synthetic GPS Cloud,417.4,55,5,95.75
TEL-0000521,VEH-00024,CLI-0014,TELDEV-000024,5.0.2,2026-03-03,Synthetic OEM Connect,87.1,89,4,89.09
TEL-0000522,VEH-00024,CLI-0014,TELDEV-000024,4.2.1,2026-03-04,Synthetic OEM Connect,91.7,33,0,99.06
TEL-0000523,VEH-00024,CLI-0014,TELDEV-000024,5.0.2,2026-03-05,Synthetic Safety Telematics,265.1,60,2,93.61
TEL-0000524,VEH-00024,CLI-0014,TELDEV-000024,4.3.0,2026-03-06,Synthetic OEM Connect,236.8,84,0,91.87
TEL-0000525,VEH-00024,CLI-0014,TELDEV-000024,4.2.1,2026-03-07,Synthetic Safety Telematics,150.7,1,2,93.06
TEL-0000526,VEH-00024,CLI-0014,TELDEV-000024,4.3.0,2026-03-08,Synthetic OEM Connect,272.1,12,2,98.96
TEL-0000527,VEH-00024,CLI-0014,TELDEV-000024,4.3.0,2026-03-09,Synthetic GPS Cloud,196.1,23,0,93.27
TEL-0000528,VEH-00024,CLI-0014,TELDEV-000024,5.0.2,2026-03-10,Synthetic OEM Connect,249.3,88,6,96.77
TEL-0000529,VEH-00024,CLI-0014,TELDEV-000024,4.3.0,2026-03-11,Synthetic GPS Cloud,106.1,47,5,93.79
TEL-0000530,VEH-00024,CLI-0014,TELDEV-000024,4.3.0,2026-03-12,Synthetic OEM Connect,16.9,29,1,93.05
TEL-0000531,VEH-00024,CLI-0014,TELDEV-000024,4.3.0,2026-03-13,Synthetic Safety Telematics,168.3,3,2,94.15
TEL-0000532,VEH-00024,CLI-0014,TELDEV-000024,4.3.0,2026-03-14,Synthetic Safety Telematics,405.4,67,3,99.42
TEL-0000533,VEH-00052,CLI-0014,TELDEV-000052,5.0.2,2026-03-01,Synthetic GPS Cloud,54.6,42,0,99.64
TEL-0000534,VEH-00052,CLI-0014,TELDEV-000052,4.3.0,2026-03-02,Synthetic GPS Cloud,336.6,58,6,89.98
TEL-0000535,VEH-00052,CLI-0014,TELDEV-000052,4.2.1,2026-03-03,Synthetic Safety Telematics,61.9,22,4,91.69
TEL-0000536,VEH-00052,CLI-0014,TELDEV-000052,4.2.1,2026-03-04,Synthetic GPS Cloud,360.3,55,1,96.69
TEL-0000537,VEH-00052,CLI-0014,TELDEV-000052,4.2.1,2026-03-05,Synthetic Safety Telematics,233.2,47,0,93.73
TEL-0000538,VEH-00052,CLI-0014,TELDEV-000052,4.3.0,2026-03-06,Synthetic GPS Cloud,197.7,87,6,96.39
TEL-0000539,VEH-00052,CLI-0014,TELDEV-000052,4.3.0,2026-03-07,Synthetic Safety Telematics,158.0,59,3,97.16
TEL-0000540,VEH-00052,CLI-0014,TELDEV-000052,4.2.1,2026-03-08,Synthetic OEM Connect,54.0,17,6,97.28
TEL-0000541,VEH-00052,CLI-0014,TELDEV-000052,4.3.0,2026-03-09,Synthetic Safety Telematics,306.8,54,6,94.41
TEL-0000542,VEH-00052,CLI-0014,TELDEV-000052,4.3.0,2026-03-10,Synthetic OEM Connect,281.3,75,0,90.66
TEL-0000543,VEH-00052,CLI-0014,TELDEV-000052,5.0.2,2026-03-11,Synthetic GPS Cloud,322.5,47,5,92.08
TEL-0000544,VEH-00052,CLI-0014,TELDEV-000052,4.2.1,2026-03-12,Synthetic Safety Telematics,251.7,50,1,95.75
TEL-0000545,VEH-00052,CLI-0014,TELDEV-000052,4.2.1,2026-03-13,Synthetic OEM Connect,78.9,27,4,93.22
TEL-0000546,VEH-00052,CLI-0014,TELDEV-000052,4.3.0,2026-03-14,Synthetic OEM Connect,274.7,54,2,91.42
TEL-0000547,VEH-00105,CLI-0015,TELDEV-000105,4.3.0,2026-03-01,Synthetic Safety Telematics,344.9,4,4,99.5
TEL-0000548,VEH-00105,CLI-0015,TELDEV-000105,4.3.0,2026-03-02,Synthetic GPS Cloud,68.7,87,1,93.58
TEL-0000549,VEH-00105,CLI-0015,TELDEV-000105,4.2.1,2026-03-03,Synthetic OEM Connect,288.1,12,6,97.64
TEL-0000550,VEH-00105,CLI-0015,TELDEV-000105,4.2.1,2026-03-04,Synthetic GPS Cloud,134.0,73,6,96.24
TEL-0000551,VEH-00105,CLI-0015,TELDEV-000105,4.2.1,2026-03-05,Synthetic OEM Connect,274.6,85,6,93.07
TEL-0000552,VEH-00105,CLI-0015,TELDEV-000105,4.2.1,2026-03-06,Synthetic OEM Connect,178.5,94,1,95.24
TEL-0000553,VEH-00105,CLI-0015,TELDEV-000105,4.3.0,2026-03-07,Synthetic Safety Telematics,156.6,60,5,98.13
TEL-0000554,VEH-00105,CLI-0015,TELDEV-000105,4.3.0,2026-03-08,Synthetic GPS Cloud,329.9,54,6,98.44
TEL-0000555,VEH-00105,CLI-0015,TELDEV-000105,4.2.1,2026-03-09,Synthetic GPS Cloud,2.9,90,4,90.37
TEL-0000556,VEH-00105,CLI-0015,TELDEV-000105,5.0.2,2026-03-10,Synthetic Safety Telematics,366.3,55,0,93.58
TEL-0000557,VEH-00105,CLI-0015,TELDEV-000105,4.2.1,2026-03-11,Synthetic GPS Cloud,364.5,58,5,88.6
TEL-0000558,VEH-00105,CLI-0015,TELDEV-000105,5.0.2,2026-03-12,Synthetic Safety Telematics,155.1,54,5,96.1
TEL-0000559,VEH-00105,CLI-0015,TELDEV-000105,4.2.1,2026-03-13,Synthetic Safety Telematics,112.2,37,5,93.0
TEL-0000560,VEH-00105,CLI-0015,TELDEV-000105,4.3.0,2026-03-14,Synthetic OEM Connect,125.0,4,1,92.29
TEL-0000561,VEH-00125,CLI-0011,TELDEV-000125,4.2.1,2026-03-01,Synthetic Safety Telematics,310.2,31,2,89.01
TEL-0000562,VEH-00125,CLI-0011,TELDEV-000125,4.2.1,2026-03-02,Synthetic GPS Cloud,305.3,81,7,93.17
TEL-0000563,VEH-00125,CLI-0011,TELDEV-000125,4.3.0,2026-03-03,Synthetic OEM Connect,408.2,88,3,99.03
TEL-0000564,VEH-00125,CLI-0011,TELDEV-000125,5.0.2,2026-03-04,Synthetic Safety Telematics,239.0,5,1,91.92
TEL-0000565,VEH-00125,CLI-0011,TELDEV-000125,4.2.1,2026-03-05,Synthetic GPS Cloud,255.9,92,1,92.58
TEL-0000566,VEH-00125,CLI-0011,TELDEV-000125,5.0.2,2026-03-06,Synthetic GPS Cloud,141.9,81,4,93.07
TEL-0000567,VEH-00125,CLI-0011,TELDEV-000125,4.2.1,2026-03-07,Synthetic GPS Cloud,399.2,32,1,98.04
TEL-0000568,VEH-00125,CLI-0011,TELDEV-000125,4.3.0,2026-03-08,Synthetic GPS Cloud,333.3,73,4,99.94
TEL-0000569,VEH-00125,CLI-0011,TELDEV-000125,5.0.2,2026-03-09,Synthetic Safety Telematics,226.4,31,0,92.49
TEL-0000570,VEH-00125,CLI-0011,TELDEV-000125,4.3.0,2026-03-10,Synthetic GPS Cloud,319.5,55,4,96.96
TEL-0000571,VEH-00125,CLI-0011,TELDEV-000125,4.2.1,2026-03-11,Synthetic OEM Connect,210.7,5,6,98.92
TEL-0000572,VEH-00125,CLI-0011,TELDEV-000125,5.0.2,2026-03-12,Synthetic OEM Connect,114.5,52,3,88.22
TEL-0000573,VEH-00125,CLI-0011,TELDEV-000125,4.3.0,2026-03-13,Synthetic Safety Telematics,54.5,34,7,95.19
TEL-0000574,VEH-00125,CLI-0011,TELDEV-000125,5.0.2,2026-03-14,Synthetic OEM Connect,40.8,28,0,96.51
TEL-0000575,VEH-00141,CLI-0011,TELDEV-000141,4.2.1,2026-03-01,Synthetic GPS Cloud,256.8,93,7,95.05
TEL-0000576,VEH-00141,CLI-0011,TELDEV-000141,5.0.2,2026-03-02,Synthetic Safety Telematics,138.1,49,7,99.16
TEL-0000577,VEH-00141,CLI-0011,TELDEV-000141,4.2.1,2026-03-03,Synthetic OEM Connect,143.1,44,7,89.82
TEL-0000578,VEH-00141,CLI-0011,TELDEV-000141,5.0.2,2026-03-04,Synthetic OEM Connect,88.5,89,2,96.08
TEL-0000579,VEH-00141,CLI-0011,TELDEV-000141,4.3.0,2026-03-05,Synthetic OEM Connect,13.6,73,1,95.58
TEL-0000580,VEH-00141,CLI-0011,TELDEV-000141,5.0.2,2026-03-06,Synthetic OEM Connect,34.9,95,5,91.65
TEL-0000581,VEH-00141,CLI-0011,TELDEV-000141,4.3.0,2026-03-07,Synthetic OEM Connect,283.3,3,2,95.5
TEL-0000582,VEH-00141,CLI-0011,TELDEV-000141,4.2.1,2026-03-08,Synthetic Safety Telematics,147.7,55,6,99.95
TEL-0000583,VEH-00141,CLI-0011,TELDEV-000141,4.2.1,2026-03-09,Synthetic OEM Connect,233.7,62,3,92.5
TEL-0000584,VEH-00141,CLI-0011,TELDEV-000141,5.0.2,2026-03-10,Synthetic GPS Cloud,158.9,15,1,92.75
TEL-0000585,VEH-00141,CLI-0011,TELDEV-000141,4.2.1,2026-03-11,Synthetic GPS Cloud,239.7,22,2,97.2
TEL-0000586,VEH-00141,CLI-0011,TELDEV-000141,5.0.2,2026-03-12,Synthetic OEM Connect,231.0,45,3,93.02
TEL-0000587,VEH-00141,CLI-0011,TELDEV-000141,5.0.2,2026-03-13,Synthetic OEM Connect,134.1,46,1,95.97
TEL-0000588,VEH-00141,CLI-0011,TELDEV-000141,5.0.2,2026-03-14,Synthetic Safety Telematics,319.9,40,6,90.7
TEL-0000589,VEH-00051,CLI-0010,TELDEV-000051,4.3.0,2026-03-01,Synthetic OEM Connect,317.9,36,7,89.88
TEL-0000590,VEH-00051,CLI-0010,TELDEV-000051,4.2.1,2026-03-02,Synthetic OEM Connect,121.1,68,5,97.16
TEL-0000591,VEH-00051,CLI-0010,TELDEV-000051,5.0.2,2026-03-03,Synthetic GPS Cloud,287.0,12,6,94.96
TEL-0000592,VEH-00051,CLI-0010,TELDEV-000051,4.3.0,2026-03-04,Synthetic OEM Connect,172.3,81,0,95.43
TEL-0000593,VEH-00051,CLI-0010,TELDEV-000051,4.2.1,2026-03-05,Synthetic Safety Telematics,260.4,10,6,99.35
TEL-0000594,VEH-00051,CLI-0010,TELDEV-000051,4.3.0,2026-03-06,Synthetic Safety Telematics,105.0,72,7,96.21
TEL-0000595,VEH-00051,CLI-0010,TELDEV-000051,4.3.0,2026-03-07,Synthetic GPS Cloud,312.0,83,6,94.62
TEL-0000596,VEH-00051,CLI-0010,TELDEV-000051,4.2.1,2026-03-08,Synthetic GPS Cloud,192.3,92,3,90.1
TEL-0000597,VEH-00051,CLI-0010,TELDEV-000051,5.0.2,2026-03-09,Synthetic GPS Cloud,135.5,37,1,98.73
TEL-0000598,VEH-00051,CLI-0010,TELDEV-000051,4.2.1,2026-03-10,Synthetic Safety Telematics,193.7,31,7,99.88
TEL-0000599,VEH-00051,CLI-0010,TELDEV-000051,4.2.1,2026-03-11,Synthetic OEM Connect,210.1,14,5,98.47
TEL-0000600,VEH-00051,CLI-0010,TELDEV-000051,4.2.1,2026-03-12,Synthetic GPS Cloud,194.1,8,0,96.98
TEL-0000601,VEH-00051,CLI-0010,TELDEV-000051,5.0.2,2026-03-13,Synthetic Safety Telematics,170.7,66,7,98.35
TEL-0000602,VEH-00051,CLI-0010,TELDEV-000051,4.2.1,2026-03-14,Synthetic OEM Connect,402.2,91,1,96.59
TEL-0000603,VEH-00072,CLI-0014,TELDEV-000072,5.0.2,2026-03-01,Synthetic Safety Telematics,415.5,91,0,93.26
TEL-0000604,VEH-00072,CLI-0014,TELDEV-000072,5.0.2,2026-03-02,Synthetic GPS Cloud,123.0,50,0,92.36
TEL-0000605,VEH-00072,CLI-0014,TELDEV-000072,5.0.2,2026-03-03,Synthetic Safety Telematics,264.3,56,6,97.45
